ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,NormalizedTitle,NormalizedAuthor,DuplicateKey,RatingCount
044661064X,The First Counsel,Brad Meltzer,2001,Warner Vision,http://images.amazon.com/images/P/044661064X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661064X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661064X.01.LZZZZZZZ.jpg,the first counsel,brad meltzer,the first counsel|brad meltzer,5
037541309X,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,Alfred A. Knopf,http://images.amazon.com/images/P/037541309X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037541309X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037541309X.01.LZZZZZZZ.jpg,balzac and the little chinese seamstress,dai sijie,balzac and the little chinese seamstress|dai sijie,5
0440406498,The Black Cauldron (Chronicles of Prydain (Paperback)),LLOYD ALEXANDER,1985,Yearling Books,http://images.amazon.com/images/P/0440406498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440406498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440406498.01.LZZZZZZZ.jpg,the black cauldron chronicles of prydain paperback,lloyd alexander,the black cauldron chronicles of prydain paperback|lloyd alexander,5
0440407028,The Book of Three (Chronicles of Prydain (Paperback)),LLOYD ALEXANDER,1978,Yearling,http://images.amazon.com/images/P/0440407028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440407028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440407028.01.LZZZZZZZ.jpg,the book of three chronicles of prydain paperback,lloyd alexander,the book of three chronicles of prydain paperback|lloyd alexander,5
0060194448,The Wailing Wind,Tony Hillerman,2002,HarperCollins Publishers,http://images.amazon.com/images/P/0060194448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060194448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060194448.01.LZZZZZZZ.jpg,the wailing wind,tony hillerman,the wailing wind|tony hillerman,5
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,http://images.amazon.com/images/P/015216250X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015216250X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015216250X.01.LZZZZZZZ.jpg,so you want to be a wizard the first book in the young wizards series,diane duane,so you want to be a wizard the first book in the young wizards series|diane duane,5
0451527097,One Day in the Life of Ivan Denisovich (Signet Classics (Paperback)),Alexander Solzhenitsyn,1998,Signet Book,http://images.amazon.com/images/P/0451527097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451527097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451527097.01.LZZZZZZZ.jpg,one day in the life of ivan denisovich signet classics paperback,alexander solzhenitsyn,one day in the life of ivan denisovich signet classics paperback|alexander solzhenitsyn,5
034543448X,Demolition Angel,Robert Crais,2001,Ballantine Books,http://images.amazon.com/images/P/034543448X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543448X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543448X.01.LZZZZZZZ.jpg,demolition angel,robert crais,demolition angel|robert crais,5
0380002450,Awakening,Kate Chopin,1982,Avon,http://images.amazon.com/images/P/0380002450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002450.01.LZZZZZZZ.jpg,awakening,kate chopin,awakening|kate chopin,5
0345335082,Dragonquest (Dragonquest),Anne McCaffrey,1990,Del Rey Books,http://images.amazon.com/images/P/0345335082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345335082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345335082.01.LZZZZZZZ.jpg,dragonquest dragonquest,anne mccaffrey,dragonquest dragonquest|anne mccaffrey,5
0345433491,Hanna's Daughters (Ballantine Reader's Circle),Marianne Fredriksson,1999,Ballantine Books,http://images.amazon.com/images/P/0345433491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345433491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345433491.01.LZZZZZZZ.jpg,hannas daughters ballantine readers circle,marianne fredriksson,hannas daughters ballantine readers circle|marianne fredriksson,5
0373484410,Time And Again,Nora Roberts,2001,Silhouette,http://images.amazon.com/images/P/0373484410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484410.01.LZZZZZZZ.jpg,time and again,nora roberts,time and again|nora roberts,5
0060807792,Our Town: A Play in Three Acts,Thornton Niven Wilder,1985,Harpercollins,http://images.amazon.com/images/P/0060807792.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060807792.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060807792.01.LZZZZZZZ.jpg,our town a play in three acts,thornton niven wilder,our town a play in three acts|thornton niven wilder,5
0451168364,Nectar in a Sieve,Kamala Markandaya,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0451168364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451168364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451168364.01.LZZZZZZZ.jpg,nectar in a sieve,kamala markandaya,nectar in a sieve|kamala markandaya,5
1551669293,204 Rosewood Lane,Debbie Macomber,2002,Mira,http://images.amazon.com/images/P/1551669293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669293.01.LZZZZZZZ.jpg,204 rosewood lane,debbie macomber,204 rosewood lane|debbie macomber,5
0915230151,The Mirror,Marlys Millhiser,1997,Rue Morgue Press,http://images.amazon.com/images/P/0915230151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0915230151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0915230151.01.LZZZZZZZ.jpg,the mirror,marlys millhiser,the mirror|marlys millhiser,5
0613325419,Fantastic Beasts and Where to Find Them,J. K. Rowling,2001,Sagebrush Bound,http://images.amazon.com/images/P/0613325419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613325419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613325419.01.LZZZZZZZ.jpg,fantastic beasts and where to find them,j k rowling,fantastic beasts and where to find them|j k rowling,5
0613329740,Quidditch Through the Ages,J. K. Rowling,2001,Sagebrush Education Resources,http://images.amazon.com/images/P/0613329740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613329740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613329740.01.LZZZZZZZ.jpg,quidditch through the ages,j k rowling,quidditch through the ages|j k rowling,5
0312901437,James Herriots Dog Stories,James Herriot,1987,St Martins Press,http://images.amazon.com/images/P/0312901437.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312901437.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312901437.01.LZZZZZZZ.jpg,james herriots dog stories,james herriot,james herriots dog stories|james herriot,5
0440166497,Once in a Lifetime,Danielle Steel,1983,Dell,http://images.amazon.com/images/P/0440166497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440166497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440166497.01.LZZZZZZZ.jpg,once in a lifetime,danielle steel,once in a lifetime|danielle steel,5
006109157X,Dead Eyes,Stuart Woods,1994,HarperTorch,http://images.amazon.com/images/P/006109157X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109157X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109157X.01.LZZZZZZZ.jpg,dead eyes,stuart woods,dead eyes|stuart woods,5
0060560754,The Dim Sum of All Things,Kim Wong Keltner,2004,Avon Trade,http://images.amazon.com/images/P/0060560754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060560754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060560754.01.LZZZZZZZ.jpg,the dim sum of all things,kim wong keltner,the dim sum of all things|kim wong keltner,5
0345446666,Death in Holy Orders : An Adam Dalgliesh Mystery,P.D. JAMES,2002,Fawcett,http://images.amazon.com/images/P/0345446666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345446666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345446666.01.LZZZZZZZ.jpg,death in holy orders an adam dalgliesh mystery,pd james,death in holy orders an adam dalgliesh mystery|pd james,5
0399150439,Naked Prey,John Sandford,2003,Putnam Publishing Group,http://images.amazon.com/images/P/0399150439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399150439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399150439.01.LZZZZZZZ.jpg,naked prey,john sandford,naked prey|john sandford,5
0060972122,The Mysteries of Pittsburgh,Michael Chabon,1989,Perennial,http://images.amazon.com/images/P/0060972122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060972122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060972122.01.LZZZZZZZ.jpg,the mysteries of pittsburgh,michael chabon,the mysteries of pittsburgh|michael chabon,5
0440118700,Cry for the Strangers,John Saul,1986,Dell,http://images.amazon.com/images/P/0440118700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440118700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440118700.01.LZZZZZZZ.jpg,cry for the strangers,john saul,cry for the strangers|john saul,5
1551668246,Perfect Evil (Maggie O'Dell Novels (Paperback)),Alex Kava,2001,Mira,http://images.amazon.com/images/P/1551668246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668246.01.LZZZZZZZ.jpg,perfect evil maggie odell novels paperback,alex kava,perfect evil maggie odell novels paperback|alex kava,5
0449215296,Family: The Ties That Bind and Gag,Erma Bombeck,1991,Fawcett Books,http://images.amazon.com/images/P/0449215296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449215296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449215296.01.LZZZZZZZ.jpg,family the ties that bind and gag,erma bombeck,family the ties that bind and gag|erma bombeck,5
0688149790,Babyhood,Paul Reiser,1997,William Morrow &amp; Company,http://images.amazon.com/images/P/0688149790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688149790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688149790.01.LZZZZZZZ.jpg,babyhood,paul reiser,babyhood|paul reiser,5
0743222229,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg,2001,Fireside,http://images.amazon.com/images/P/0743222229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743222229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743222229.01.LZZZZZZZ.jpg,george w bushisms the slate book of the accidental wit and wisdom of our 43rd president,jacob weisberg,george w bushisms the slate book of the accidental wit and wisdom of our 43rd president|jacob weisberg,5
0064430189,The Runaway Bunny,Margaret Wise Brown,1977,HarperTrophy,http://images.amazon.com/images/P/0064430189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064430189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064430189.01.LZZZZZZZ.jpg,the runaway bunny,margaret wise brown,the runaway bunny|margaret wise brown,5
0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam,http://images.amazon.com/images/P/0553262505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553262505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553262505.01.LZZZZZZZ.jpg,a wizard of earthsea earthsea trilogy book 1,ursula k le guin,a wizard of earthsea earthsea trilogy book 1|ursula k le guin,5
0689710887,Greenwitch,Susan Cooper,1986,Simon Pulse,http://images.amazon.com/images/P/0689710887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.LZZZZZZZ.jpg,greenwitch,susan cooper,greenwitch|susan cooper,5
0743437128,Wild Orchids : A Novel,Jude Deveraux,2003,Atria Books,http://images.amazon.com/images/P/0743437128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743437128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743437128.01.LZZZZZZZ.jpg,wild orchids a novel,jude deveraux,wild orchids a novel|jude deveraux,5
078688939X,Dirty Jokes and Beer : Stories of the Unrefined,Drew Carey,1998,Hyperion,http://images.amazon.com/images/P/078688939X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078688939X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078688939X.01.LZZZZZZZ.jpg,dirty jokes and beer stories of the unrefined,drew carey,dirty jokes and beer stories of the unrefined|drew carey,5
0380765489,Shoot Don't Shoot: A Joanna Brady Mystery,J.A. Jance,1996,Avon,http://images.amazon.com/images/P/0380765489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380765489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380765489.01.LZZZZZZZ.jpg,shoot dont shoot a joanna brady mystery,ja jance,shoot dont shoot a joanna brady mystery|ja jance,5
0758200846,Too Much Temptation,Lori Foster,2002,BRAVA,http://images.amazon.com/images/P/0758200846.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0758200846.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0758200846.01.LZZZZZZZ.jpg,too much temptation,lori foster,too much temptation|lori foster,5
0812570944,What Dreams May Come : A Novel,Richard Matheson,1998,Tor Books,http://images.amazon.com/images/P/0812570944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812570944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812570944.01.LZZZZZZZ.jpg,what dreams may come a novel,richard matheson,what dreams may come a novel|richard matheson,5
0590477331,Mr. Popper's Penguins,Richard Atwater,0,Scholastic Inc,http://images.amazon.com/images/P/0590477331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590477331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590477331.01.LZZZZZZZ.jpg,mr poppers penguins,richard atwater,mr poppers penguins|richard atwater,5
0843950951,Born to Love,Leigh Greenwood,2003,Leisure Books,http://images.amazon.com/images/P/0843950951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843950951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843950951.01.LZZZZZZZ.jpg,born to love,leigh greenwood,born to love|leigh greenwood,5
0671737627,Once and Always,Judith McNaught,1990,Pocket,http://images.amazon.com/images/P/0671737627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737627.01.LZZZZZZZ.jpg,once and always,judith mcnaught,once and always|judith mcnaught,5
0451162919,Garden of Lies (Signet Shakespeare),Eileen Goudge,1994,Signet Book,http://images.amazon.com/images/P/0451162919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451162919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451162919.01.LZZZZZZZ.jpg,garden of lies signet shakespeare,eileen goudge,garden of lies signet shakespeare|eileen goudge,5
0440241057,Slightly Wicked (Get Connected Romances),Mary Balogh,2003,Dell Publishing Company,http://images.amazon.com/images/P/0440241057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241057.01.LZZZZZZZ.jpg,slightly wicked get connected romances,mary balogh,slightly wicked get connected romances|mary balogh,5
0140113428,The Cat Who Came for Christmas,Cleveland Amory,1989,Penguin USA,http://images.amazon.com/images/P/0140113428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140113428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140113428.01.LZZZZZZZ.jpg,the cat who came for christmas,cleveland amory,the cat who came for christmas|cleveland amory,5
0380711524,See Jane Run,Joy Fielding,1992,Avon,http://images.amazon.com/images/P/0380711524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380711524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380711524.01.LZZZZZZZ.jpg,see jane run,joy fielding,see jane run|joy fielding,5
042517140X,Loyalty in Death,J. D. Robb,2004,Berkley Publishing Group,http://images.amazon.com/images/P/042517140X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042517140X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042517140X.01.LZZZZZZZ.jpg,loyalty in death,j d robb,loyalty in death|j d robb,5
0590433466,The Secret Garden,Frances H. Burnett,1997,Scholastic,http://images.amazon.com/images/P/0590433466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590433466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590433466.01.LZZZZZZZ.jpg,the secret garden,frances h burnett,the secret garden|frances h burnett,5
0156005891,Eden Close,Anita Shreve,1998,Harvest Books,http://images.amazon.com/images/P/0156005891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156005891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156005891.01.LZZZZZZZ.jpg,eden close,anita shreve,eden close|anita shreve,5
0679425241,Dark Rivers of the Heart: A Novel,Dean R. Koontz,1994,Random House Inc,http://images.amazon.com/images/P/0679425241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679425241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679425241.01.LZZZZZZZ.jpg,dark rivers of the heart a novel,dean r koontz,dark rivers of the heart a novel|dean r koontz,5
0140279288,Thirty-nothing,Lisa Jewell,2004,Penguin Books Ltd,http://images.amazon.com/images/P/0140279288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140279288.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140279288.01.LZZZZZZZ.jpg,thirtynothing,lisa jewell,thirtynothing|lisa jewell,5
0898157803,Menopaws: The Silent Meow,Martha Sacks,1995,Ten Speed Press,http://images.amazon.com/images/P/0898157803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898157803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898157803.01.LZZZZZZZ.jpg,menopaws the silent meow,martha sacks,menopaws the silent meow|martha sacks,5
0393317552,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1999,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393317552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.LZZZZZZZ.jpg,guns germs and steel the fates of human societies,jared diamond,guns germs and steel the fates of human societies|jared diamond,5
0449217493,Caribbean,James A. Michener,1991,Fawcett Books,http://images.amazon.com/images/P/0449217493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449217493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449217493.01.LZZZZZZZ.jpg,caribbean,james a michener,caribbean|james a michener,5
0373218966,Sullivan's Woman (Silhouette Single Title),Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218966.01.LZZZZZZZ.jpg,sullivans woman silhouette single title,nora roberts,sullivans woman silhouette single title|nora roberts,5
0451458125,"Fool Moon (The Dresden Files, Book 2)",Jim Butcher,2001,New American Library,http://images.amazon.com/images/P/0451458125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451458125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451458125.01.LZZZZZZZ.jpg,fool moon the dresden files book 2,jim butcher,fool moon the dresden files book 2|jim butcher,5
0875421857,Spell Crafts: Creating Magical Objects (Llewellyn's Practical Magic),Scott Cunningham,1993,Llewellyn Publications,http://images.amazon.com/images/P/0875421857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421857.01.LZZZZZZZ.jpg,spell crafts creating magical objects llewellyns practical magic,scott cunningham,spell crafts creating magical objects llewellyns practical magic|scott cunningham,5
0375709150,Driving over Lemons: An Optimist in Spain (Vintage Departures),Chris Stewart,2001,Vintage Books USA,http://images.amazon.com/images/P/0375709150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375709150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375709150.01.LZZZZZZZ.jpg,driving over lemons an optimist in spain vintage departures,chris stewart,driving over lemons an optimist in spain vintage departures|chris stewart,5
0671016768,Bloodstream,Tess Gerritsen,1999,Pocket,http://images.amazon.com/images/P/0671016768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671016768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671016768.01.LZZZZZZZ.jpg,bloodstream,tess gerritsen,bloodstream|tess gerritsen,5
0515123854,Silent Night,J. D. Robb,1998,Jove Books,http://images.amazon.com/images/P/0515123854.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515123854.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515123854.01.LZZZZZZZ.jpg,silent night,j d robb,silent night|j d robb,5
055329802X,"Champions of the Force (Star Wars: The Jedi Academy Trilogy, Vol. 3)",Kevin J. Anderson,1994,Bantam,http://images.amazon.com/images/P/055329802X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055329802X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055329802X.01.LZZZZZZZ.jpg,champions of the force star wars the jedi academy trilogy vol 3,kevin j anderson,champions of the force star wars the jedi academy trilogy vol 3|kevin j anderson,5
0060652934,The Screwtape Letters,C. S. Lewis,2001,Harper SanFrancisco,http://images.amazon.com/images/P/0060652934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060652934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060652934.01.LZZZZZZZ.jpg,the screwtape letters,c s lewis,the screwtape letters|c s lewis,5
0064401871,A Little Princess,Frances Hodgson Burnett,1987,HarperTrophy,http://images.amazon.com/images/P/0064401871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064401871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064401871.01.LZZZZZZZ.jpg,a little princess,frances hodgson burnett,a little princess|frances hodgson burnett,5
044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books,http://images.amazon.com/images/P/044990928X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044990928X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044990928X.01.LZZZZZZZ.jpg,operating instructions a journal of my sons first year,anne lamott,operating instructions a journal of my sons first year|anne lamott,5
1551667363,The Snow Bride,Debbie Macomber,2003,Mira,http://images.amazon.com/images/P/1551667363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667363.01.LZZZZZZZ.jpg,the snow bride,debbie macomber,the snow bride|debbie macomber,5
0875421180,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988,Llewellyn Publications,http://images.amazon.com/images/P/0875421180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.LZZZZZZZ.jpg,wicca a guide for the solitary practitioner,scott cunningham,wicca a guide for the solitary practitioner|scott cunningham,5
0373250479,Slightly Settled (Red Dress Ink),Wendy Markham,2004,Red Dress Ink,http://images.amazon.com/images/P/0373250479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250479.01.LZZZZZZZ.jpg,slightly settled red dress ink,wendy markham,slightly settled red dress ink|wendy markham,5
0446354732,Nothing Lasts Forever,Sidney Sheldon,1995,Warner Books,http://images.amazon.com/images/P/0446354732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446354732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446354732.01.LZZZZZZZ.jpg,nothing lasts forever,sidney sheldon,nothing lasts forever|sidney sheldon,5
0553148001,The Clan of the Cave Bear : a novel,Jean M. Auel,1981,Bantam Books,http://images.amazon.com/images/P/0553148001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553148001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553148001.01.LZZZZZZZ.jpg,the clan of the cave bear a novel,jean m auel,the clan of the cave bear a novel|jean m auel,5
1551669390,Dark Water (Mira Romantic Suspense),Sharon Sala,2002,Mira,http://images.amazon.com/images/P/1551669390.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669390.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669390.01.LZZZZZZZ.jpg,dark water mira romantic suspense,sharon sala,dark water mira romantic suspense|sharon sala,5
014011369X,"And the Band Played on: Politics, People, and the AIDS Epidemic",Randy Shilts,1995,Penguin Books,http://images.amazon.com/images/P/014011369X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014011369X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014011369X.01.LZZZZZZZ.jpg,and the band played on politics people and the aids epidemic,randy shilts,and the band played on politics people and the aids epidemic|randy shilts,5
0671740504,DEVIL IN A BLUE DRESS : An Easy Rawlins Mystery (Easy Rawlins Mysteries (Paperback)),Walter Mosley,1991,Pocket,http://images.amazon.com/images/P/0671740504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671740504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671740504.01.LZZZZZZZ.jpg,devil in a blue dress an easy rawlins mystery easy rawlins mysteries paperback,walter mosley,devil in a blue dress an easy rawlins mystery easy rawlins mysteries paperback|walter mosley,5
0874869870,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,Plough Publishing House,http://images.amazon.com/images/P/0874869870.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874869870.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874869870.01.LZZZZZZZ.jpg,she said yes the unlikely martyrdom of cassie bernall,misty bernall,she said yes the unlikely martyrdom of cassie bernall|misty bernall,5
0385335490,Johnny Angel,DANIELLE STEEL,2003,Delacorte Press,http://images.amazon.com/images/P/0385335490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335490.01.LZZZZZZZ.jpg,johnny angel,danielle steel,johnny angel|danielle steel,5
0886774713,Blood Price (Daw Book Collectors),Tanya Huff,1993,Daw Books,http://images.amazon.com/images/P/0886774713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774713.01.LZZZZZZZ.jpg,blood price daw book collectors,tanya huff,blood price daw book collectors|tanya huff,5
039915180X,Hidden Prey,John Sandford,2004,Putnam Publishing Group,http://images.amazon.com/images/P/039915180X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039915180X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039915180X.01.LZZZZZZZ.jpg,hidden prey,john sandford,hidden prey|john sandford,5
0261103288,The Hobbit,J.R.R. Tolkien,1995,HarperCollins,http://images.amazon.com/images/P/0261103288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0261103288.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0261103288.01.LZZZZZZZ.jpg,the hobbit,jrr tolkien,the hobbit|jrr tolkien,5
